Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
O07883	PCP_THELN	('3.4.19.3',)	('SSF53182',)	Evidence at protein level	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I)	pcp OCC_03923	Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C)	('1A2Z',)	O07883;	2025-06-18	129	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Thermococcus (genus), Thermococcus litoralis (species)	Archaea	True
O26153	IPK_METTH	('2.7.4.26',)	('SSF53633',)	Evidence at protein level	Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)	MTH_47	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	('3LL9',)	O26153;	2025-06-18	128	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O26158	DAPAT_METTH	('2.6.1.83',)	('SSF53383',)	Evidence at protein level	LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83)	dapL MTH_52	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	()	O26158;	2025-06-18	139	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O26232	PYRF_METTH	('4.1.1.23',)	('SSF51366',)	Evidence at protein level	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF MTH_129	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	('1DV7', '1DVJ', '1KLY', '1KLZ', '1KM0', '1KM1', '1KM2', '1KM3', '1KM4', '1KM5', '1KM6', '1LOL', '1LOQ', '1LOR', '1LOS', '1LP6', '1X1Z', '2E6Y', '2ZZ1', '2ZZ2', '2ZZ3', '2ZZ4', '2ZZ5', '2ZZ6', '2ZZ7', '3G18', '3G1A', '3G1D', '3G1F', '3G1H', '3G1S', '3G1V', '3G1X', '3G1Y', '3G22', '3G24', '3LHT', '3LHU', '3LHV', '3LHW', '3LHY', '3LHZ', '3LI0', '3LI1', '3LLD', '3LLF', '3LTP', '3LTS', '3LTY', '3LV5', '3LV6', '3M1Z', '3M41', '3M43', '3M44', '3M47', '3M5X', '3M5Y', '3M5Z', '3NQ6', '3NQ7', '3NQA', '3NQC', '3NQD', '3NQE', '3NQF', '3NQG', '3NQM', '3P5Y', '3P5Z', '3P60', '3P61', '3PBU', '3PBV', '3PBW', '3PBY', '3PC0', '3QEZ', '3QF0', '3QMR', '3QMS', '3QMT', '3RLU', '3RLV', '3SEC', '3SGU', '3SIZ', '3SJ3', '3SSJ', '3SW6', '3SY5', '3THQ', '3V1P', '3W07', '3WJW', '3WJX', '3WJY', '3WJZ', '3WK0', '3WK1', '3WK2', '3WK3', '4FX6', '4FX8', '4FXR', '4GC4', '4LC6', '4LC8', '4LW7', '4NT0', '4NUW', '4NX5', '4O11', '4O8R')	O26232;	2025-06-18	158	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O26350	FNO_METTH	('1.5.1.40',)	('SSF51735',)	Evidence at protein level	F420-dependent NADP reductase (EC 1.5.1.40) (F420H2:NADP oxidoreductase)	fno MTH_248	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	()	O26350;	2025-02-05	129	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O26652	GGGPS_METTH	('2.5.1.41',)	('SSF51395',)	Evidence at protein level	Geranylgeranylglyceryl phosphate synthase (GGGP synthase) (GGGPS) (MtGGGPS) (EC 2.5.1.41) ((S)-3-O-geranylgeranylglyceryl phosphate synthase) (Phosphoglycerol geranylgeranyltransferase)	MTH_552	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	('4MM1', '5NDY', '5NEZ', '5NF1')	O26652;	2025-06-18	138	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O26918	RFHPS_METTH	('2.4.2.54',)	('SSF54211',)	Evidence at protein level	Beta-ribofuranosylphenol 5'-phosphate synthase (EC 2.4.2.54) (Beta-ribofuranosylaminobenzene 5'-phosphate synthase) (Beta-RFA-P synthase) (RFAP synthase) (Beta-ribofuranosylhydroxybenzene 5'-phosphate synthase) (Beta-RFH-P synthase)	MTH_830	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	()	O26918;	2025-06-18	122	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O27233	MCRG_METTH	('2.8.4.1',)	('SSF55088',)	Evidence at protein level	Methyl-coenzyme M reductase I subunit gamma (MCR I gamma) (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase gamma)	mcrG MTH_1165	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	()	O27233;	2025-04-09	141	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O27481	ILVE_METTH	('2.6.1.42',)	('SSF56752',)	Inferred from homology	Putative branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B)	ilvE MTH_1430	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	()	O27481;	2025-06-18	141	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O27818	RMLC_METTH	('5.1.3.13',)	('SSF51182',)	Evidence at protein level	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)	rmlC MTH_1790	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	('1EP0', '1EPZ')	O27818;	2025-04-09	139	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O27875	DCDB_METTH	('3.5.4.30',)	('SSF51283',)	Inferred from homology	dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd MTH_1847	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	()	O27875;	2025-06-18	135	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter thermautotrophicus (species)	Archaea	True
O28046	IXTPA_ARCFU	('3.6.1.66',)	('SSF52972',)	Evidence at protein level	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	AF_2237	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	()	O28046;	2025-06-18	124	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O28471	RIO1_ARCFU	('2.7.11.1',)	('SSF56112',)	Evidence at protein level	RIO-type serine/threonine-protein kinase Rio1 (AfRio1) (EC 2.7.11.1)	rio1 AF_1804	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('1ZP9', '1ZTF', '1ZTH', '3RE4', '4JIN')	O28471;	2025-06-18	144	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O28523	APGM1_ARCFU	('5.4.2.12',)	('SSF53649',)	Evidence at protein level	2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1 (BPG-independent PGAM 1) (Phosphoglyceromutase 1) (aPGAM 1) (EC 5.4.2.12)	apgM1 AF_1751	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	()	O28523;	2025-06-18	134	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O29537	CBIX_ARCFU	('4.99.1.3',)	('SSF53800',)	Evidence at protein level	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3) (CbiXS)	cbiX cbiXS AF_0721	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('1TJN', '2DJ5', '2XWQ', '2XWS')	O29537;	2025-02-05	115	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O29666	KPRS1_ARCFU	('2.7.6.1',)	('SSF53271',)	Inferred from homology	Ribose-phosphate pyrophosphokinase 1 (RPPK 1) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase 1) (Phosphoribosyl diphosphate synthase 1) (Phosphoribosyl pyrophosphate synthase 1) (P-Rib-PP synthase 1) (PRPP synthase 1) (PRPPase 1)	prs1 prsA-1 AF_0589	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	()	O29666;	2025-04-09	136	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O29689	ISCS2_ARCFU	('2.8.1.7',)	('SSF53383',)	Evidence at protein level	Cysteine desulfurase IscS 2 (EC 2.8.1.7)	iscS2 AF_0564	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('4EB5', '4EB7', '4HVK', '4R5F')	O29689;	2025-06-18	139	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O29844	GGGPS_ARCFU	('2.5.1.41',)	('SSF51395',)	Evidence at protein level	Geranylgeranylglyceryl phosphate synthase (AfGGGPS) (GGGP synthase) (GGGPS) (EC 2.5.1.41) ((S)-3-O-geranylgeranylglyceryl phosphate synthase) (Phosphoglycerol geranylgeranyltransferase)	AF_0403	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('2F6U', '2F6X', '8RUW')	O29844;	2025-06-18	140	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O29868	ACDB_ARCFU	('2.3.1.169',)	('SSF56821',)	Evidence at protein level	Acetyl-CoA decarbonylase/synthase complex subunit beta (ACDS complex subunit beta) (EC 2.3.1.169) (ACDS complex acyltransferase)	cdhC AF_0379	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	()	O29868;	2025-06-18	122	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O29904	NQOR_ARCFU	('1.6.5.2',)	('SSF52218',)	Evidence at protein level	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase) (NQO)	AF_0343	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	()	O29904;	2025-06-18	129	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O30124	NPD2_ARCFU	('2.3.1.286',)	('SSF52467',)	Evidence at protein level	NAD-dependent protein deacylase 2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-Af2)	cobB2 Sir2Af2 AF_0112	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('1MA3', '1S7G', '1YC2', '4TWJ')	O30124;	2025-06-18	159	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O30126	SEPS_ARCFU	('6.1.1.27',)	('SSF55681',)	Evidence at protein level	O-phosphoserine--tRNA(Cys) ligase (O-phosphoserine--tRNA ligase) (EC 6.1.1.27) (Non-canonical O-phosphoseryl-tRNA(Cys) synthetase) (O-phosphoseryl-tRNA(Cys) synthetase) (SepRS)	sepS AF_0110	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('2DU3', '2DU4', '2DU5', '2DU6')	O30126;	2025-02-05	144	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O30207	SPSS1_ARCFU	('2.5.1.73',)	('SSF53383',)	Evidence at protein level	O-phospho-L-seryl-tRNA:Cys-tRNA synthase 1 (EC 2.5.1.73) (Sep-tRNA:Cys-tRNA synthase 1) (SepCysS 1)	AF_0028	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('2E7I', '2E7J')	O30207;	2025-06-18	116	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O30297	NADK_ARCFU	('2.7.1.23',)	('SSF111331',)	Evidence at protein level	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK AF_2373	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	('1SUW', '1Z0S', '1Z0U', '1Z0Z')	O30297;	2025-02-05	145	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Archaeoglobi (class), Archaeoglobales (order), Archaeoglobaceae (family), Archaeoglobus (genus), Archaeoglobus fulgidus (species)	Archaea	True
O30520	SYS2_METMP	('6.1.1.11',)	('SSF55681',)	Evidence at protein level	Type-2 serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS MMP0879	Methanococcus maripaludis (strain DSM 14266 / JCM 13030 / NBRC 101832 / S2 / LL)	()	O30520;	2025-06-18	128	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanococci (class), Methanococcales (order), Methanococcaceae (family), Methanococcus (genus), Methanococcus maripaludis (species)	Archaea	True
O30642	MTMB1_METBA	('2.1.1.248',)	('SSF75098',)	Evidence at protein level	Monomethylamine methyltransferase MtmB1 (MMA methyltransferase 1) (MMAMT 1) (EC 2.1.1.248)	mtmB1 mtmB	Methanosarcina barkeri	('1L2Q', '1NTH', '1TV2', '1TV3', '1TV4')		2025-04-09	104	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Stenosarchaea group (clade), Methanomicrobia (class), Methanosarcinales (order), Methanosarcinaceae (family), Methanosarcina (genus)	Archaea	True
O33174	HPRT_METTM	('2.4.2.8',)	('SSF53271',)	Evidence at protein level	Hypoxanthine/guanine phosphoribosyltransferase (HGPRTase) (EC 2.4.2.8) (Hypoxanthine (guanine) phosphoribosyltransferase)	hpt MTBMA_c17060	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	()	O33174;	2025-06-18	105	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanobacteria (class), Methanobacteriales (order), Methanobacteriaceae (family), Methanothermobacter (genus), Methanothermobacter marburgensis (species)	Archaea	True
O52958	KPRS_THEKO	('2.7.6.1',)	('SSF53271',)	Evidence at protein level	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs Pk-rppk TK2235	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	()	O52958;	2025-06-18	143	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Thermococcus (genus), Thermococcus kodakarensis (species)	Archaea	True
O52980	FKBPS_METTL	('5.2.1.8',)	('SSF54534',)	Evidence at protein level	Short-type peptidyl-prolyl cis-trans isomerase (Short-type PPIase) (EC 5.2.1.8) (FKBP-type peptidyl-prolyl cis-trans isomerase) (FKBP-type PPIase) (MTFK) (Rotamase)		Methanothermococcus thermolithotrophicus (Methanococcus thermolithotrophicus)	('1IX5',)	O52980;	2025-06-18	91	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Methanomada group (clade), Methanococci (class), Methanococcales (order), Methanococcaceae (family), Methanothermococcus (genus)	Archaea	True
O57839	AGMT_PYRHO	('3.5.3.11',)	('SSF52768',)	Evidence at protein level	Agmatinase (EC 3.5.3.11)	PH0083	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	()	O57839;	2025-04-09	129	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O57936	PRNK_PYRHO	('2.7.1.78',)	('SSF52540',)	Evidence at protein level	Polyribonucleotide 5'-hydroxyl-kinase PH0197 (EC 2.7.1.78) (Polynucleotide kinase PH0197)	PH0197	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	()	O57936;	2025-02-05	132	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O58214	TRM56_PYRHO	('2.1.1.206',)	('SSF75217',)	Evidence at protein level	tRNA (cytidine(56)-2'-O)-methyltransferase (EC 2.1.1.206) (tRNA ribose 2'-O-methyltransferase aTrm56)	PH0461	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	('2YY8',)	O58214;	2025-06-18	124	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O58231	GCK_PYRHO	('2.7.1.165',)	('SSF82544',)	Evidence at protein level	Glycerate 2-kinase (GCK) (EC 2.7.1.165) (2-phosphoglycerate forming glycerate kinase)	gck PH0495	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	('1X3L',)	O58231;	2025-02-05	115	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O58356	TOP1_PYRHO	('5.6.2.1',)	('SSF56712',)	Inferred from homology	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA PH0622	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	()	O58356;	2025-06-18	152	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O58456	DPHB_PYRHO	('2.1.1.98',)	('SSF53790',)	Evidence at protein level	Diphthine synthase (EC 2.1.1.98) (Diphthamide biosynthesis methyltransferase)	dphB dph5 PH0725	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	('1VCE', '1WNG', '2DEK', '2DSG', '2DSH', '2DSI', '2DV3', '2DV4', '2DV5', '2DV7', '2DXV', '2DXW', '2DXX', '2E07', '2E08', '2E15', '2E16', '2E17', '2E4N', '2E4R', '2E7R', '2E8H', '2E8Q', '2E8R', '2E8S', '2ED3', '2ED5', '2EEQ', '2EGB', '2EGL', '2EGS', '2EH2', '2EH4', '2EH5', '2EHC', '2EHL', '2EJJ', '2EJK', '2EJZ', '2EK2', '2EK3', '2EK4', '2EK7', '2EKA', '2EL0', '2EL1', '2EL2', '2EL3', '2ELD', '2ELE', '2EMR', '2EMU', '2EN5', '2ENI', '2HR8', '2HUQ', '2HUT', '2HUV', '2HUX', '2OWF', '2OWG', '2OWK', '2OWU', '2OWV', '2P2X', '2P5C', '2P5F', '2P6D', '2P6I', '2P6K', '2P6L', '2P9D', '2PB4', '2PB5', '2PB6', '2PCA', '2PCG', '2PCH', '2PCI', '2PCK', '2PCM', '2Z6R')	O58456;	2025-02-05	132	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O58462	PYRF_PYRHO	('4.1.1.23',)	('SSF51366',)	Evidence at protein level	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF PH0731	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	('2CZ5', '2CZD', '2CZE', '2CZF')	O58462;	2025-06-18	136	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O59080	PDXS_PYRHO	('4.3.3.6',)	('SSF51366',)	Evidence at protein level	Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1)	pdxS PH1355	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	('4FIQ', '4FIR')	O59080;	2025-06-18	139	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
O59150	RNP2_PYRHO	('3.1.26.5',)	('SSF160350',)	Evidence at protein level	Ribonuclease P protein component 2 (RNase P component 2) (EC 3.1.26.5) (Pop5)	rnp2 PH1481	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	('2CZV',)	O59150;	2025-06-18	120	cellular organisms (no rank), Archaea (domain), Methanobacteriati (kingdom), Methanobacteriota (phylum), Thermococci (class), Thermococcales (order), Thermococcaceae (family), Pyrococcus (genus), Pyrococcus horikoshii (species)	Archaea	True
